EPOCH__yyyy-mm-ddThh:mm:ss.sssZ,B__nT_(1min),BX_(GSM)_(@_x-component_)_nT_(1min),BY_(GSM)_(@_y-component_)_nT_(1min),BZ_(GSM)_(@_z-component_)_nT_(1min)
2009-07-21T01:02:30.000Z,3.71468,1.72579,2.8617,1.61275
2009-07-21T01:03:30.000Z,4.26431,3.59623,1.76454,-0.240234
2009-07-21T01:04:30.000Z,4.01638,3.56704,1.04488,-1.23061
2009-07-21T01:05:30.000Z,4.07982,3.5274,0.149201,-1.89095
2009-07-21T01:06:30.000Z,3.78538,3.17432,0.212694,-1.90568
2009-07-21T01:07:30.000Z,3.91111,2.90929,-0.197562,-2.08846
2009-07-21T01:08:30.000Z,3.94938,2.53579,-0.374716,-2.96652
2009-07-21T01:09:30.000Z,3.823,3.12601,-0.815133,-1.9729
2009-07-21T01:10:30.000Z,3.86172,3.28726,-0.624171,-1.90591
2009-07-21T01:11:30.000Z,3.69618,3.23287,-1.06401,-1.40902
2009-07-21T01:12:30.000Z,3.544,2.94044,-1.18087,-1.34022
2009-07-21T01:13:30.000Z,3.51704,3.17876,-0.578857,-1.362
2009-07-21T01:14:30.000Z,3.55293,3.34587,-0.723128,-0.939993
2009-07-21T01:15:30.000Z,3.48171,3.36985,-0.699523,-0.462819
2009-07-21T01:16:30.000Z,3.41348,3.38593,-0.386286,-0.0478153
2009-07-21T01:17:30.000Z,3.50584,3.49437,-0.174783,0.114552
2009-07-21T01:18:30.000Z,3.5047,3.45631,0.194256,0.426696
2009-07-21T01:19:30.000Z,3.64334,3.55067,0.415325,0.434783
2009-07-21T01:20:30.000Z,3.53287,3.34157,0.919449,0.55501
2009-07-21T01:21:30.000Z,3.40249,3.20437,0.179661,0.893876
2009-07-21T01:22:30.000Z,3.10798,1.65681,-0.851223,2.27742
2009-07-21T01:23:30.000Z,3.33298,2.17777,-0.636579,2.35902
2009-07-21T01:24:30.000Z,3.80358,2.98883,-0.393256,2.24208
2009-07-21T01:25:30.000Z,4.02288,3.5327,-0.381183,1.80744
2009-07-21T01:26:30.000Z,4.30158,3.8164,-0.248624,1.91363
2009-07-21T01:27:30.000Z,4.30981,3.76719,-0.190534,2.04351
2009-07-21T01:28:30.000Z,4.25128,2.9922,0.377314,2.90083
2009-07-21T01:29:30.000Z,4.07639,2.6596,0.0882009,3.07095
2009-07-21T01:30:30.000Z,3.92904,2.7628,-0.372161,2.61974
2009-07-21T01:31:30.000Z,3.8182,3.1139,-1.00096,1.95737
2009-07-21T01:32:30.000Z,3.34968,3.00948,-1.07141,0.955779
2009-07-21T01:33:30.000Z,3.1471,2.95035,-0.958902,0.498868
2009-07-21T01:34:30.000Z,2.636,2.41748,-0.973898,0.330128
2009-07-21T01:35:30.000Z,2.95513,1.78569,-1.21408,1.53994
2009-07-21T01:36:30.000Z,3.61543,0.677089,-1.21398,3.26526
2009-07-21T01:37:30.000Z,3.38069,0.0690113,-1.4635,3.0329
2009-07-21T01:38:30.000Z,3.62146,0.196683,-0.562157,3.49138
2009-07-21T01:39:30.000Z,3.90876,-0.0604593,-0.754745,3.79551
2009-07-21T01:40:30.000Z,4.22697,-0.719449,1.22879,3.42554
2009-07-21T01:41:30.000Z,4.16912,-0.64983,2.01225,3.47418
2009-07-21T01:42:30.000Z,5.00711,-0.91131,3.30179,3.65051
2009-07-21T01:43:30.000Z,4.85413,-0.851085,3.25878,3.49449
2009-07-21T01:44:30.000Z,4.8059,-0.889507,3.25419,3.41829
2009-07-21T01:45:30.000Z,4.93785,-1.02103,3.18461,3.62709
2009-07-21T01:46:30.000Z,5.22134,-0.889049,3.86744,3.31662
2009-07-21T01:47:30.000Z,5.8542,-1.3569,4.09663,3.94202
2009-07-21T01:48:30.000Z,5.89504,-1.5025,3.93236,4.1243
2009-07-21T01:49:30.000Z,5.53752,-1.69075,3.60158,3.83783
2009-07-21T01:50:30.000Z,5.33559,-1.71783,3.51096,3.61619
2009-07-21T01:51:30.000Z,5.54175,-1.78868,3.67757,3.73454
2009-07-21T01:52:30.000Z,5.61796,-1.54371,4.04048,3.57627
2009-07-21T01:53:30.000Z,5.77262,-1.69668,4.27021,3.49252
2009-07-21T01:54:30.000Z,5.71704,-1.77209,4.24451,3.39078
2009-07-21T01:55:30.000Z,5.3709,-1.4112,4.16606,3.04665
2009-07-21T01:56:30.000Z,5.39232,-1.01828,3.94275,3.45254
2009-07-21T01:57:30.000Z,5.51834,-0.81547,3.3321,4.29477
2009-07-21T01:58:30.000Z,5.88787,-0.878844,3.78021,4.42113
2009-07-21T01:59:30.000Z,5.85958,-1.17363,3.63384,4.41662
2009-07-21T02:00:30.000Z,6.1115,-1.35428,3.90327,4.49393
2009-07-21T02:01:30.000Z,6.13858,-0.946124,4.38775,3.98602
2009-07-21T02:02:30.000Z,5.73456,-1.13272,3.23704,4.56231
2009-07-21T02:03:30.000Z,6.19655,-1.15201,4.47464,3.9851
2009-07-21T02:04:30.000Z,6.53787,-1.01319,5.56604,3.27104
2009-07-21T02:05:30.000Z,6.58844,-1.06072,5.10619,3.98806
2009-07-21T02:06:30.000Z,6.94077,-1.08898,5.55466,4.01066
2009-07-21T02:07:30.000Z,7.18522,-0.966074,6.02798,3.76645
2009-07-21T02:08:30.000Z,7.25161,-0.682512,6.57205,2.97915
2009-07-21T02:09:30.000Z,7.36728,-0.47457,6.72303,2.96329
2009-07-21T02:10:30.000Z,7.00564,-0.771429,6.24754,3.06455
2009-07-21T02:11:30.000Z,6.8372,-0.627137,6.67613,1.17915
2009-07-21T02:12:30.000Z,7.15331,-0.657421,7.02041,1.17624
2009-07-21T02:13:30.000Z,7.40128,-0.753553,7.30569,0.897603
2009-07-21T02:14:30.000Z,6.43985,-1.53405,5.91094,0.885037
2009-07-21T02:15:30.000Z,5.31602,-1.6175,-1.41358,3.66463
2009-07-21T02:16:30.000Z,5.72461,-0.548461,-5.11201,2.42799
2009-07-21T02:17:30.000Z,5.18447,0.0745341,-4.97341,1.44189
2009-07-21T02:18:30.000Z,5.24938,-0.351463,-3.68892,2.38411
2009-07-21T02:19:30.000Z,6.20237,-2.33045,0.224755,5.67998
2009-07-21T02:20:30.000Z,6.18103,-2.00277,-1.80544,5.53505
2009-07-21T02:21:30.000Z,6.15903,-1.74644,-1.94003,5.42556
2009-07-21T02:22:30.000Z,6.75931,-2.34386,-0.419919,6.3179
2009-07-21T02:23:30.000Z,6.87944,-2.50122,-0.461068,6.38212
2009-07-21T02:24:30.000Z,6.79322,-2.45606,-1.22513,6.19133
2009-07-21T02:25:30.000Z,6.75369,-1.87801,-2.52989,5.94633
2009-07-21T02:26:30.000Z,6.72755,-1.85435,-1.36824,6.27776
2009-07-21T02:27:30.000Z,6.92749,-1.92294,-0.995953,6.56616
2009-07-21T02:28:30.000Z,6.92695,-1.58893,-1.31157,6.57171
2009-07-21T02:29:30.000Z,6.92895,-1.42935,-2.77327,6.15741
2009-07-21T02:30:30.000Z,6.83577,-0.558822,-1.37397,6.62749
2009-07-21T02:31:30.000Z,6.821,-0.434442,-0.718553,6.73237
2009-07-21T02:32:30.000Z,6.77557,-0.511337,-1.29744,6.60154
2009-07-21T02:33:30.000Z,6.66579,-1.22794,-1.56439,6.25878
2009-07-21T02:34:30.000Z,6.69905,-2.14472,-1.48421,6.12937
2009-07-21T02:35:30.000Z,6.68554,-0.812648,-1.79772,6.26271
2009-07-21T02:36:30.000Z,6.68473,0.73799,-3.13437,5.54322
2009-07-21T02:37:30.000Z,6.78431,1.76704,-2.55632,5.93312
2009-07-21T02:38:30.000Z,7.00178,1.94664,-3.16311,5.8846
2009-07-21T02:39:30.000Z,6.93586,1.33462,-2.86327,5.984
2009-07-21T02:40:30.000Z,6.66301,1.64031,-3.30939,5.47668
2009-07-21T02:41:30.000Z,6.96051,0.337848,-1.56831,6.73824
2009-07-21T02:42:30.000Z,7.06303,0.29481,-1.49069,6.88779
2009-07-21T02:43:30.000Z,7.07533,-0.449303,-1.58401,6.77857
2009-07-21T02:44:30.000Z,7.19919,-0.970327,-1.31884,6.96118
2009-07-21T02:45:30.000Z,7.17589,-0.318515,-1.41599,7.00859
2009-07-21T02:46:30.000Z,6.86576,-0.719569,-1.09194,6.7084
2009-07-21T02:47:30.000Z,7.86547,-1.19589,-0.445236,7.75189
2009-07-21T02:48:30.000Z,8.47733,-1.43378,0.320421,8.34743
2009-07-21T02:49:30.000Z,8.53202,-1.38632,0.59511,8.3953
2009-07-21T02:50:30.000Z,8.47176,-1.20343,0.936595,8.32997
2009-07-21T02:51:30.000Z,8.47106,-1.11827,0.85489,8.3467
2009-07-21T02:52:30.000Z,8.57206,-1.07198,0.617916,8.48055
2009-07-21T02:53:30.000Z,8.44162,-1.12126,0.619585,8.34108
2009-07-21T02:54:30.000Z,8.37149,-1.1775,0.359168,8.27195
2009-07-21T02:55:30.000Z,8.48186,-0.939462,0.619751,8.39271
2009-07-21T02:56:30.000Z,8.5906,-0.676521,0.719232,8.53246
2009-07-21T02:57:30.000Z,8.56588,-0.594385,0.737779,8.50752
2009-07-21T02:58:30.000Z,8.59165,-0.900892,0.565852,8.52446
2009-07-21T02:59:30.000Z,8.60671,-0.808026,0.441998,8.55534
2009-07-21T03:00:30.000Z,8.68479,-0.710085,0.616897,8.62586
2009-07-21T03:01:30.000Z,8.713,-0.668343,0.222327,8.67008
2009-07-21T03:02:30.000Z,8.5006,-0.817139,0.130993,8.45016
2009-07-21T03:03:30.000Z,8.46739,-1.0864,0.631117,8.3668
2009-07-21T03:04:30.000Z,8.54837,-0.449564,0.961048,8.46548
2009-07-21T03:05:30.000Z,8.50573,-0.703642,0.763353,8.40915
2009-07-21T03:06:30.000Z,8.12449,-0.668428,1.54917,7.93586
2009-07-21T03:07:30.000Z,8.38877,-1.04734,1.53852,8.16959
2009-07-21T03:08:30.000Z,8.41296,-0.895159,1.4119,8.24338
2009-07-21T03:09:30.000Z,8.44773,-1.11089,1.2501,8.2717
2009-07-21T03:10:30.000Z,8.19245,0.403142,1.95434,7.90388
2009-07-21T03:11:30.000Z,7.42783,-0.701254,1.89326,7.11141
2009-07-21T03:12:30.000Z,7.31913,-0.512389,1.75767,7.06516
2009-07-21T03:13:30.000Z,7.25756,-0.662011,1.65177,7.03404
2009-07-21T03:14:30.000Z,7.56037,-1.13945,1.77721,7.2452
2009-07-21T03:15:30.000Z,7.48615,-0.188464,3.24036,6.3145
2009-07-21T03:16:30.000Z,7.34023,1.2853,5.4405,4.706
2009-07-21T03:17:30.000Z,7.1143,0.985039,5.39313,4.52231
2009-07-21T03:18:30.000Z,7.52582,1.18666,6.11324,4.22167
2009-07-21T03:19:30.000Z,7.27371,1.12435,5.94981,4.02574
2009-07-21T03:20:30.000Z,7.25212,1.24174,5.89378,4.03041
2009-07-21T03:21:30.000Z,7.27356,1.31905,5.93773,3.97123
2009-07-21T03:22:30.000Z,7.28776,1.32795,6.05678,3.82068
2009-07-21T03:23:30.000Z,7.25784,0.935767,5.82743,4.18299
2009-07-21T03:24:30.000Z,7.19369,1.25658,5.89887,3.87229
2009-07-21T03:25:30.000Z,7.33272,2.18148,6.40134,2.8198
2009-07-21T03:26:30.000Z,7.36096,2.17646,6.23866,3.23892
2009-07-21T03:27:30.000Z,7.23598,1.88982,6.16924,3.27384
2009-07-21T03:28:30.000Z,7.16585,1.89679,6.1235,3.19604
2009-07-21T03:29:30.000Z,7.0067,1.92568,6.01654,3.01991
2009-07-21T03:30:30.000Z,6.95573,2.35939,5.78375,3.04694
2009-07-21T03:31:30.000Z,7.07111,2.19316,5.81203,3.36987
2009-07-21T03:32:30.000Z,6.93883,2.13524,5.88404,2.99238
2009-07-21T03:33:30.000Z,6.89524,2.197,5.82252,2.96802
2009-07-21T03:34:30.000Z,6.82446,2.27691,5.77752,2.82674
2009-07-21T03:35:30.000Z,6.77011,2.4423,5.69853,2.71737
2009-07-21T03:36:30.000Z,6.73902,2.47949,5.70027,2.59626
2009-07-21T03:37:30.000Z,6.52259,2.42135,5.49675,2.53761
2009-07-21T03:38:30.000Z,6.40157,2.39014,5.37587,2.51359
2009-07-21T03:39:30.000Z,6.44265,2.5548,5.35228,2.51375
2009-07-21T03:40:30.000Z,6.40761,2.49979,5.43698,2.28169
2009-07-21T03:41:30.000Z,6.21621,2.00655,5.2883,2.46604
2009-07-21T03:42:30.000Z,6.50526,2.02549,5.64951,2.49728
2009-07-21T03:43:30.000Z,6.4287,2.03388,5.61878,2.35086
2009-07-21T03:44:30.000Z,6.56563,2.924,5.4873,2.08176
2009-07-21T03:45:30.000Z,6.63742,2.94843,5.565,2.02041
2009-07-21T03:46:30.000Z,6.23189,2.9771,5.23508,1.50116
2009-07-21T03:47:30.000Z,5.93769,1.31376,4.97212,2.81359
2009-07-21T03:48:30.000Z,5.98262,1.15839,4.89915,3.1693
2009-07-21T03:49:30.000Z,6.15392,0.580297,4.63497,3.97039
2009-07-21T03:50:30.000Z,5.90087,0.377214,4.66015,3.58449
2009-07-21T03:51:30.000Z,5.76054,0.615345,4.45917,3.58911
2009-07-21T03:52:30.000Z,5.56562,0.704137,4.29843,3.45604
2009-07-21T03:53:30.000Z,5.63517,0.395967,4.35441,3.54467
2009-07-21T03:54:30.000Z,5.60776,0.20519,4.40323,3.4591
2009-07-21T03:55:30.000Z,5.74777,0.288456,4.10953,4.00252
2009-07-21T03:56:30.000Z,5.72011,0.0613629,4.00705,3.96404
2009-07-21T03:57:30.000Z,5.52688,0.252325,4.60659,2.99285
2009-07-21T03:58:30.000Z,5.37033,0.645178,4.14731,3.30114
2009-07-21T03:59:30.000Z,5.87595,0.704712,4.91862,3.0906
2009-07-21T04:00:30.000Z,6.44016,0.68324,5.26862,3.6212
2009-07-21T04:01:30.000Z,6.65584,0.631238,5.13153,4.18156
2009-07-21T04:02:30.000Z,6.50389,0.281703,4.85154,4.30898
2009-07-21T04:03:30.000Z,6.45731,0.963323,5.12767,3.78394
2009-07-21T04:04:30.000Z,6.51072,0.953612,5.44182,3.40723
2009-07-21T04:05:30.000Z,6.63143,0.494801,4.7594,4.55598
2009-07-21T04:06:30.000Z,6.08013,1.51997,5.23658,0.893928
2009-07-21T04:07:30.000Z,6.23242,1.70652,5.93074,0.692466
2009-07-21T04:08:30.000Z,6.21312,1.30662,5.5797,2.32209
2009-07-21T04:09:30.000Z,6.16515,1.44986,5.74741,1.58946
2009-07-21T04:10:30.000Z,6.15402,1.52657,5.74947,1.54892
2009-07-21T04:11:30.000Z,6.06972,1.55781,5.68849,1.42238
2009-07-21T04:12:30.000Z,6.08825,1.73467,5.74304,1.02456
2009-07-21T04:13:30.000Z,6.17958,1.77156,5.83938,0.942119
2009-07-21T04:14:30.000Z,6.39425,1.32282,5.78619,2.34318
2009-07-21T04:15:30.000Z,6.20052,1.09609,4.73244,3.75699
2009-07-21T04:16:30.000Z,6.03589,1.5271,5.38886,2.09359
2009-07-21T04:17:30.000Z,5.91177,1.39832,5.5666,1.31455
2009-07-21T04:18:30.000Z,6.15432,1.76367,5.44054,1.95419
2009-07-21T04:19:30.000Z,6.10423,1.89183,4.72267,3.15176
2009-07-21T04:20:30.000Z,6.24884,1.85729,5.4637,2.16329
2009-07-21T04:21:30.000Z,6.25186,1.51244,5.67748,2.0938
2009-07-21T04:22:30.000Z,6.13574,1.28682,5.68628,1.78319
2009-07-21T04:23:30.000Z,6.09483,1.27402,5.67215,1.75025
2009-07-21T04:24:30.000Z,6.1314,1.09537,5.99761,0.312115
2009-07-21T04:25:30.000Z,6.21789,1.41984,6.02345,-0.176732
2009-07-21T04:26:30.000Z,6.26167,1.3848,6.06514,-0.683553
2009-07-21T04:27:30.000Z,6.23368,1.37126,5.98693,-1.05535
2009-07-21T04:28:30.000Z,6.51469,0.811941,6.3156,0.436376
2009-07-21T04:29:30.000Z,6.66419,-0.404555,5.14428,4.00933
2009-07-21T04:30:30.000Z,6.63747,-0.851188,4.38338,4.8961
2009-07-21T04:31:30.000Z,6.27039,0.0290231,5.42022,3.01265
2009-07-21T04:32:30.000Z,5.84324,2.52417,4.97204,-1.49238
2009-07-21T04:33:30.000Z,5.82041,2.47122,4.75722,-2.14819
2009-07-21T04:34:30.000Z,6.02579,2.15382,5.08513,-2.29003
2009-07-21T04:35:30.000Z,6.53969,0.224958,6.33669,1.48657
2009-07-21T04:36:30.000Z,6.512,-0.101371,6.0759,2.11982
2009-07-21T04:37:30.000Z,6.87744,0.215661,6.42529,2.27146
2009-07-21T04:38:30.000Z,7.77141,-0.53178,7.03338,3.22658
2009-07-21T04:39:30.000Z,7.7402,-0.48807,7.0985,3.03922
2009-07-21T04:40:30.000Z,7.74166,-0.575211,6.88145,3.4915
2009-07-21T04:41:30.000Z,7.83816,-0.58335,6.72208,3.98765
2009-07-21T04:42:30.000Z,7.67466,-0.848837,6.37447,4.18537
2009-07-21T04:43:30.000Z,7.59973,-0.930458,6.16909,4.33077
2009-07-21T04:44:30.000Z,7.65789,-0.566588,7.01814,3.00899
2009-07-21T04:45:30.000Z,7.65815,-0.694997,6.83028,3.38908
2009-07-21T04:46:30.000Z,7.63439,-0.754002,6.57891,3.79776
2009-07-21T04:47:30.000Z,7.66391,-0.734432,6.59764,3.82561
2009-07-21T04:48:30.000Z,7.70593,-0.714988,6.7855,3.57808
2009-07-21T04:49:30.000Z,7.68041,-0.768559,6.82045,3.43982
2009-07-21T04:50:30.000Z,7.63815,-0.815743,6.84743,3.28106
2009-07-21T04:51:30.000Z,7.63364,-0.80341,6.97669,2.97713
2009-07-21T04:52:30.000Z,7.6284,-0.428545,6.92262,3.15571
2009-07-21T04:53:30.000Z,7.61511,-0.418115,6.89086,3.20287
2009-07-21T04:54:30.000Z,7.59025,-0.503379,6.88879,3.14513
2009-07-21T04:55:30.000Z,7.56514,-0.54044,6.89476,3.06545
2009-07-21T04:56:30.000Z,7.63555,-0.607502,6.96767,3.0623
2009-07-21T04:57:30.000Z,7.63424,-0.565719,6.93279,3.14488
2009-07-21T04:58:30.000Z,7.49661,-0.509316,6.55087,3.59178
2009-07-21T04:59:30.000Z,7.32007,-0.410866,6.4529,3.41908
2009-07-21T05:00:30.000Z,7.42545,-0.263109,6.59956,3.32242
2009-07-21T05:01:30.000Z,7.73359,-0.210117,6.79651,3.64327
2009-07-21T05:02:30.000Z,7.68847,-0.049353,6.97392,3.22591
2009-07-21T05:03:30.000Z,7.72877,0.188684,6.78712,3.68898
2009-07-21T05:04:30.000Z,7.74861,0.170027,6.7682,3.76368
2009-07-21T05:05:30.000Z,7.74963,0.226576,7.02498,3.18709
2009-07-21T05:06:30.000Z,7.66839,0.118635,7.10202,2.88137
2009-07-21T05:07:30.000Z,7.63397,0.120825,7.08045,2.84899
2009-07-21T05:08:30.000Z,7.62402,0.0835411,7.06287,2.86289
2009-07-21T05:09:30.000Z,7.56127,0.107116,7.07244,2.66663
2009-07-21T05:10:30.000Z,7.51711,0.105058,7.15471,2.29911
2009-07-21T05:11:30.000Z,7.51712,-0.0294258,7.13844,2.35185
2009-07-21T05:12:30.000Z,7.50836,-0.15347,7.1725,2.21275
2009-07-21T05:13:30.000Z,7.54741,-0.0216058,7.17588,2.32954
2009-07-21T05:14:30.000Z,7.61607,-0.0593298,7.17097,2.56248
2009-07-21T05:15:30.000Z,7.60066,0.0155636,7.20193,2.4234
2009-07-21T05:16:30.000Z,7.54466,-0.0946778,7.15504,2.37557
2009-07-21T05:17:30.000Z,7.51782,-0.352883,7.13106,2.34975
2009-07-21T05:18:30.000Z,7.54236,-0.299491,7.21096,2.18585
2009-07-21T05:19:30.000Z,7.50531,-0.503423,7.05734,2.47931
2009-07-21T05:20:30.000Z,7.5222,-0.377897,7.20204,2.12536
2009-07-21T05:21:30.000Z,7.6094,-0.0496488,7.34195,1.99399
2009-07-21T05:22:30.000Z,7.63543,-0.106853,7.33301,2.1228
2009-07-21T05:23:30.000Z,7.62351,-0.193687,7.33308,2.07326
2009-07-21T05:24:30.000Z,7.60978,-0.0510452,7.34095,2.00092
2009-07-21T05:25:30.000Z,7.63063,-0.0485723,7.3298,2.09405
2009-07-21T05:26:30.000Z,7.71417,-0.492124,7.06783,3.02097
2009-07-21T05:27:30.000Z,7.7551,-0.814548,6.72292,3.77569
2009-07-21T05:28:30.000Z,7.73816,-0.422577,7.0905,3.06076
2009-07-21T05:29:30.000Z,7.71522,-0.233213,7.23263,2.66172
2009-07-21T05:30:30.000Z,7.69857,-0.137889,7.27149,2.52096
2009-07-21T05:31:30.000Z,7.69957,0.0428667,7.38771,2.15955
2009-07-21T05:32:30.000Z,7.66259,0.112053,7.38244,2.04596
2009-07-21T05:33:30.000Z,7.63525,0.208516,7.40635,1.83344
2009-07-21T05:34:30.000Z,7.64288,0.136154,7.39354,1.92699
2009-07-21T05:35:30.000Z,7.58443,0.287469,7.39163,1.65726
2009-07-21T05:36:30.000Z,7.56308,0.333132,7.39608,1.53966
2009-07-21T05:37:30.000Z,7.58944,0.443594,7.44278,1.41566
2009-07-21T05:38:30.000Z,7.57618,0.480779,7.4394,1.34522
2009-07-21T05:39:30.000Z,7.55527,0.629901,7.40116,1.37417
2009-07-21T05:40:30.000Z,7.4984,0.45438,7.34156,1.44023
2009-07-21T05:41:30.000Z,7.45933,0.305037,7.3261,1.36494
2009-07-21T05:42:30.000Z,7.43351,0.29574,7.29207,1.40736
2009-07-21T05:43:30.000Z,7.41819,0.277183,7.29742,1.30139
2009-07-21T05:44:30.000Z,7.41038,0.328683,7.27796,1.35193
2009-07-21T05:45:30.000Z,7.47704,0.18776,7.33666,1.41999
2009-07-21T05:46:30.000Z,7.46953,0.0230952,7.31632,1.49674
2009-07-21T05:47:30.000Z,7.47301,0.202854,7.33981,1.38126
2009-07-21T05:48:30.000Z,7.48926,0.03126,7.3913,1.12488
2009-07-21T05:49:30.000Z,7.46358,0.0174657,7.40342,0.919772
2009-07-21T05:50:30.000Z,7.54658,0.2433,7.44382,1.19868
2009-07-21T05:51:30.000Z,7.63038,0.38749,7.48721,1.39251
2009-07-21T05:52:30.000Z,7.61279,0.521893,7.37544,1.80929
2009-07-21T05:53:30.000Z,7.61525,0.36762,7.45917,1.4679
2009-07-21T05:54:30.000Z,7.6671,0.411957,7.60378,0.877806
2009-07-21T05:55:30.000Z,7.66822,0.274183,7.51595,1.36714
2009-07-21T05:56:30.000Z,7.69726,0.158996,7.48372,1.77984
2009-07-21T05:57:30.000Z,7.71573,0.211144,7.50165,1.7709
2009-07-21T05:58:30.000Z,7.72931,0.227448,7.45604,2.00829
2009-07-21T05:59:30.000Z,7.69942,0.23354,7.50801,1.68141
2009-07-21T06:00:30.000Z,7.70469,0.442266,7.53084,1.48988
2009-07-21T06:01:30.000Z,7.69056,0.500011,7.54983,1.35586
2009-07-21T06:02:30.000Z,7.70045,0.408775,7.53943,1.49887
2009-07-21T06:03:30.000Z,7.67284,0.440008,7.49878,1.55476
2009-07-21T06:04:30.000Z,7.64621,0.38399,7.48587,1.50618
2009-07-21T06:05:30.000Z,7.6833,0.435166,7.53929,1.40796
2009-07-21T06:06:30.000Z,7.70761,0.416355,7.55577,1.45965
2009-07-21T06:07:30.000Z,7.68695,0.513859,7.5042,1.58243
2009-07-21T06:08:30.000Z,7.70221,0.516269,7.50639,1.64008
2009-07-21T06:09:30.000Z,7.70555,0.437907,7.50911,1.66222
2009-07-21T06:10:30.000Z,7.75458,0.523773,7.50845,1.85152
2009-07-21T06:11:30.000Z,7.64375,0.433685,7.42381,1.76423
2009-07-21T06:12:30.000Z,7.65789,0.366036,7.43767,1.78231
2009-07-21T06:13:30.000Z,7.64124,0.539451,7.40967,1.77506
2009-07-21T06:14:30.000Z,7.64582,0.63824,7.38197,1.88455
2009-07-21T06:15:30.000Z,7.64195,0.633024,7.36888,1.91649
2009-07-21T06:16:30.000Z,7.65459,0.622186,7.35628,2.01538
2009-07-21T06:17:30.000Z,7.64102,0.5588,7.40662,1.78605
2009-07-21T06:18:30.000Z,7.64132,0.710698,7.37414,1.85196
2009-07-21T06:19:30.000Z,7.62249,0.50908,7.37572,1.83877
2009-07-21T06:20:30.000Z,7.67553,0.102533,7.3574,2.18167
2009-07-21T06:21:30.000Z,7.68573,-0.0600794,7.36459,2.19569
2009-07-21T06:22:30.000Z,7.68265,-0.0286291,7.37944,2.11002
2009-07-21T06:23:30.000Z,7.64565,-0.666738,7.2895,2.16801
2009-07-21T06:24:30.000Z,7.62397,-0.636542,7.33551,1.9568
2009-07-21T06:25:30.000Z,7.62804,-0.447985,7.3996,1.79357
2009-07-21T06:26:30.000Z,7.61882,-0.408108,7.32835,2.01887
2009-07-21T06:27:30.000Z,7.64322,-0.267768,7.33647,2.11124
2009-07-21T06:28:30.000Z,7.62683,-0.15317,7.42531,1.71032
2009-07-21T06:29:30.000Z,7.63787,-0.0634773,7.42999,1.76614
2009-07-21T06:30:30.000Z,7.62026,0.0596842,7.41506,1.74098
2009-07-21T06:31:30.000Z,7.60095,0.132035,7.43836,1.51575
2009-07-21T06:32:30.000Z,7.5901,0.793425,7.50992,0.703035
2009-07-21T06:33:30.000Z,7.59957,0.703743,7.54635,0.215139
2009-07-21T06:34:30.000Z,7.7166,-0.350204,6.80342,3.61046
2009-07-21T06:35:30.000Z,7.68096,-0.451415,6.93537,3.20337
2009-07-21T06:36:30.000Z,7.63776,-0.400037,7.24367,2.38298
2009-07-21T06:37:30.000Z,7.6216,-0.24098,7.21758,2.4339
2009-07-21T06:38:30.000Z,7.5616,-0.246002,7.21045,2.26138
2009-07-21T06:39:30.000Z,7.57417,-0.166731,7.24988,2.18513
2009-07-21T06:40:30.000Z,7.57849,-0.138801,7.2666,2.14671
2009-07-21T06:41:30.000Z,7.57711,-0.151366,7.27551,2.1101
2009-07-21T06:42:30.000Z,7.53063,-0.409689,7.21277,2.11486
2009-07-21T06:43:30.000Z,7.50588,-0.266845,7.25326,1.90454
2009-07-21T06:44:30.000Z,7.51291,-0.0014403,7.34777,1.5548
2009-07-21T06:45:30.000Z,7.51846,-0.0495537,7.38041,1.27695
2009-07-21T06:46:30.000Z,7.40656,0.345237,7.38821,0.0859214
2009-07-21T06:47:30.000Z,7.39067,0.230439,7.37267,0.322909
2009-07-21T06:48:30.000Z,7.45673,-0.229755,7.40119,0.862157
2009-07-21T06:49:30.000Z,7.47384,-0.412249,7.37561,1.09693
2009-07-21T06:50:30.000Z,7.45802,-0.0554943,7.34259,1.25015
2009-07-21T06:51:30.000Z,7.45607,0.0994114,7.36566,1.13592
2009-07-21T06:52:30.000Z,7.42062,0.248396,7.34668,0.808548
2009-07-21T06:53:30.000Z,7.39512,0.44788,7.37131,0.358278
2009-07-21T06:54:30.000Z,7.39242,0.34911,7.3577,0.605941
2009-07-21T06:55:30.000Z,7.33517,0.635255,7.28924,-0.327592
2009-07-21T06:56:30.000Z,7.31088,0.988572,7.20744,-0.69628
2009-07-21T06:57:30.000Z,7.29571,1.07189,7.1888,-0.608005
2009-07-21T06:58:30.000Z,7.28873,0.76226,7.21228,-0.702465
2009-07-21T06:59:30.000Z,7.34703,0.822554,7.2949,-0.281401
2009-07-21T07:00:30.000Z,7.40445,0.582286,7.38037,0.0341039
2009-07-21T07:01:30.000Z,7.37213,0.667536,7.33959,-0.00792407
2009-07-21T07:02:30.000Z,7.36984,0.730673,7.33063,0.147756
2009-07-21T07:03:30.000Z,7.38255,0.717589,7.34289,-0.181928
2009-07-21T07:04:30.000Z,7.44474,0.525539,7.40173,0.470945
2009-07-21T07:05:30.000Z,7.44849,0.576566,7.41279,0.421363
2009-07-21T07:06:30.000Z,7.35648,0.574643,7.32255,0.398803
2009-07-21T07:07:30.000Z,7.3296,0.722692,7.28615,0.326996
2009-07-21T07:08:30.000Z,7.29691,0.797805,7.24906,-0.060012
2009-07-21T07:09:30.000Z,7.31044,0.74778,7.2713,-0.0704433
