UT_yyyy-mm-ddThh:mm:ss.sssZ,T_ION_FULL_ESA-B_eV
2009-07-12T22:08:41.919Z,NaN
2009-07-12T22:10:16.893Z,NaN
2009-07-12T22:11:51.867Z,NaN
2009-07-12T22:13:26.841Z,NaN
2009-07-12T22:15:01.815Z,NaN
2009-07-12T22:16:36.789Z,NaN
2009-07-12T22:18:11.763Z,NaN
2009-07-12T22:19:46.737Z,NaN
2009-07-12T22:21:21.710Z,NaN
2009-07-12T22:22:56.684Z,NaN
2009-07-12T22:24:31.658Z,NaN
2009-07-12T22:26:06.632Z,NaN
2009-07-12T22:27:41.606Z,NaN
2009-07-12T22:29:16.580Z,NaN
2009-07-12T22:30:51.554Z,NaN
2009-07-12T22:32:26.528Z,NaN
2009-07-12T22:34:01.502Z,NaN
2009-07-12T22:35:36.476Z,NaN
2009-07-12T22:37:11.450Z,NaN
2009-07-12T22:38:46.424Z,NaN
2009-07-12T22:40:21.398Z,NaN
2009-07-12T22:41:56.372Z,NaN
2009-07-12T22:43:31.346Z,NaN
2009-07-12T22:45:06.320Z,NaN
2009-07-12T22:46:41.294Z,NaN
2009-07-12T22:48:16.268Z,NaN
2009-07-12T22:49:51.242Z,NaN
2009-07-12T22:51:26.216Z,459.13138
2009-07-12T22:53:01.190Z,NaN
2009-07-12T22:54:36.164Z,NaN
2009-07-13T02:30:10.438Z,NaN
2009-07-13T02:36:30.336Z,NaN
2009-07-13T02:42:50.234Z,NaN
2009-07-13T02:49:10.133Z,NaN
2009-07-13T02:55:30.024Z,NaN
2009-07-13T03:01:49.630Z,NaN
2009-07-13T03:08:09.237Z,1058.5299
2009-07-13T03:14:31.808Z,NaN
2009-07-13T03:20:48.441Z,756.95288
2009-07-13T03:27:07.949Z,934.67804
2009-07-13T03:33:27.587Z,820.48846
2009-07-13T03:39:47.318Z,508.93140
2009-07-13T03:46:07.111Z,249.18736
2009-07-13T03:52:26.944Z,196.37199
2009-07-13T03:58:46.802Z,NaN
2009-07-13T04:05:06.677Z,187.76257
2009-07-13T04:11:26.561Z,173.95282
2009-07-13T04:17:46.453Z,NaN
2009-07-13T04:24:06.348Z,NaN
2009-07-13T04:30:26.246Z,NaN
2009-07-13T04:36:46.146Z,611.22656
2009-07-13T04:43:06.046Z,492.89151
2009-07-13T04:49:25.947Z,NaN
2009-07-13T04:55:45.849Z,469.27283
2009-07-13T05:02:05.751Z,NaN
2009-07-13T05:08:25.652Z,628.26978
2009-07-13T05:14:45.554Z,722.28973
2009-07-13T05:21:05.455Z,781.11725
2009-07-13T05:27:25.356Z,758.22833
2009-07-13T05:33:45.257Z,939.34375
2009-07-13T05:40:05.158Z,730.12897
2009-07-13T05:46:25.058Z,1028.0601
2009-07-13T05:55:04.453Z,1037.5114
2009-07-13T05:56:39.428Z,1029.4312
2009-07-13T05:58:14.403Z,828.16382
2009-07-13T05:59:49.378Z,938.28253
2009-07-13T06:01:24.353Z,1070.8970
2009-07-13T06:02:59.328Z,NaN
2009-07-13T06:04:34.303Z,NaN
2009-07-13T06:06:09.278Z,NaN
2009-07-13T06:07:44.253Z,NaN
2009-07-13T06:09:19.228Z,NaN
2009-07-13T06:10:54.203Z,NaN
2009-07-13T06:12:29.178Z,NaN
2009-07-13T06:14:04.153Z,NaN
2009-07-13T06:15:39.128Z,NaN
2009-07-13T06:17:14.103Z,NaN
2009-07-13T06:18:49.078Z,NaN
2009-07-13T06:20:24.053Z,NaN
2009-07-13T06:21:59.028Z,NaN
2009-07-13T06:23:34.003Z,NaN
2009-07-13T06:25:08.978Z,NaN
2009-07-13T06:26:43.952Z,NaN
2009-07-13T06:28:18.927Z,NaN
2009-07-13T06:29:53.902Z,NaN
2009-07-13T06:31:28.877Z,NaN
2009-07-13T06:33:03.852Z,NaN
2009-07-13T06:34:38.827Z,NaN
2009-07-13T06:36:13.802Z,NaN
2009-07-13T06:37:48.776Z,NaN
2009-07-13T06:39:23.751Z,1035.3698
2009-07-13T06:40:58.726Z,NaN
2009-07-13T06:42:33.701Z,NaN
2009-07-13T06:44:08.676Z,1157.8644
2009-07-13T06:45:43.650Z,1161.2189
2009-07-13T06:47:18.625Z,1360.7421
2009-07-13T06:48:53.600Z,1400.2690
2009-07-13T06:50:28.575Z,1222.9176
2009-07-13T06:52:03.549Z,1200.8070
2009-07-13T06:53:38.524Z,1204.3353
2009-07-13T06:55:13.499Z,1328.1992
2009-07-13T06:56:48.474Z,1422.8887
2009-07-13T06:58:23.448Z,1496.7352
2009-07-13T06:59:58.423Z,1426.0280
2009-07-13T07:01:33.398Z,1579.6377
2009-07-13T07:03:08.373Z,1722.6582
2009-07-13T07:04:43.347Z,1460.5013
2009-07-13T07:06:18.322Z,1618.6429
2009-07-13T07:07:53.297Z,1731.0599
2009-07-13T07:09:28.271Z,1870.0853
2009-07-13T07:11:03.246Z,1934.6816
2009-07-13T07:12:38.221Z,1925.8329
2009-07-13T07:14:13.195Z,1833.2194
2009-07-13T07:15:48.170Z,2038.2225
2009-07-13T07:17:23.145Z,1964.6456
2009-07-13T07:18:58.120Z,1919.0924
2009-07-13T07:20:33.094Z,1978.6250
2009-07-13T07:22:08.069Z,1831.2662
2009-07-13T07:23:43.044Z,2060.7495
2009-07-13T07:25:18.018Z,2074.6968
2009-07-13T07:26:52.993Z,1894.7438
2009-07-13T07:28:27.968Z,2073.3594
2009-07-13T07:30:02.942Z,2042.6530
2009-07-13T07:31:37.917Z,1921.4668
2009-07-13T07:33:12.891Z,2160.5510
2009-07-13T07:34:47.866Z,2005.3130
2009-07-13T07:36:22.841Z,2167.6877
2009-07-13T07:37:57.815Z,2299.9104
2009-07-13T07:39:32.790Z,2287.8186
2009-07-13T07:41:07.765Z,2224.4143
2009-07-13T07:42:42.739Z,2253.9636
2009-07-13T07:44:17.714Z,2384.3127
2009-07-13T07:45:52.689Z,2344.5486
2009-07-13T07:47:27.663Z,2496.9277
2009-07-13T07:49:02.638Z,2197.3987
2009-07-13T07:50:37.612Z,2239.7559
2009-07-13T07:52:12.587Z,2355.3071
2009-07-13T07:53:47.562Z,2457.0295
2009-07-13T07:55:22.536Z,1798.0615
2009-07-13T07:56:57.511Z,2003.2816
2009-07-13T07:58:32.485Z,1966.9354
2009-07-13T08:00:07.460Z,NaN
2009-07-13T08:01:42.435Z,1998.0981
2009-07-13T08:03:17.409Z,2123.8196
2009-07-13T08:04:52.384Z,2243.9490
2009-07-13T08:06:27.358Z,2007.0621
2009-07-13T08:08:02.333Z,NaN
2009-07-13T08:09:37.308Z,NaN
2009-07-13T08:11:12.282Z,NaN
2009-07-13T08:12:47.257Z,1546.6313
2009-07-13T08:14:22.231Z,1715.7106
2009-07-13T08:15:57.206Z,NaN
2009-07-13T08:17:32.181Z,NaN
2009-07-13T08:19:07.155Z,NaN
2009-07-13T08:20:42.130Z,NaN
2009-07-13T08:22:17.104Z,NaN
2009-07-13T08:23:52.079Z,NaN
2009-07-13T08:25:27.053Z,1765.6808
2009-07-13T08:27:02.028Z,NaN
2009-07-13T08:28:37.003Z,NaN
2009-07-13T08:30:11.977Z,NaN
2009-07-13T08:31:46.952Z,NaN
2009-07-13T08:33:21.926Z,1396.8374
2009-07-13T08:34:56.901Z,1544.8151
2009-07-13T08:36:31.875Z,1567.4357
2009-07-13T08:38:06.850Z,1471.6998
2009-07-13T08:39:41.824Z,1567.5439
2009-07-13T08:41:16.799Z,1653.6010
2009-07-13T08:42:51.773Z,1635.9313
2009-07-13T08:44:26.748Z,1589.3394
2009-07-13T08:46:01.723Z,1380.0850
2009-07-13T08:47:36.697Z,1632.3475
2009-07-13T08:49:11.672Z,1821.6846
2009-07-13T08:50:46.646Z,1762.7833
2009-07-13T08:52:21.621Z,NaN
2009-07-13T08:53:56.595Z,603.53387
2009-07-13T08:55:31.570Z,185.12737
2009-07-13T08:57:06.544Z,147.93091
2009-07-13T08:58:41.519Z,165.71193
2009-07-13T09:00:16.493Z,312.15988
2009-07-13T09:01:51.468Z,291.99176
2009-07-13T09:03:26.442Z,192.45056
2009-07-13T09:05:01.417Z,245.51996
2009-07-13T09:06:36.391Z,194.83464
2009-07-13T09:08:11.366Z,199.30339
2009-07-13T09:09:46.340Z,192.74786
2009-07-13T09:11:21.315Z,191.13808
2009-07-13T09:12:56.289Z,212.21394
2009-07-13T09:14:31.264Z,193.53827
2009-07-13T09:16:06.238Z,172.47231
2009-07-13T09:17:41.213Z,115.48360
2009-07-13T09:19:16.187Z,118.55203
2009-07-13T09:20:51.162Z,216.97993
2009-07-13T09:22:26.136Z,159.27650
2009-07-13T09:24:01.111Z,201.11859
2009-07-13T09:25:36.085Z,245.06889
2009-07-13T09:27:11.060Z,83.824547
2009-07-13T09:28:46.034Z,191.49841
2009-07-13T09:30:21.009Z,225.84869
2009-07-13T09:31:55.983Z,NaN
2009-07-13T09:33:30.958Z,114.53091
2009-07-13T09:35:05.932Z,181.86578
2009-07-13T09:36:40.907Z,223.23914
2009-07-13T09:38:15.881Z,177.72636
2009-07-13T09:39:50.856Z,NaN
2009-07-13T09:41:25.830Z,NaN
2009-07-13T09:43:00.805Z,NaN
2009-07-13T09:44:35.779Z,NaN
2009-07-13T09:46:10.754Z,NaN
2009-07-13T09:47:45.728Z,NaN
2009-07-13T09:49:20.703Z,NaN
2009-07-13T09:50:55.677Z,243.50085
2009-07-13T09:52:30.652Z,NaN
2009-07-13T09:54:05.626Z,NaN
2009-07-13T09:55:40.601Z,NaN
2009-07-13T09:57:15.575Z,NaN
2009-07-13T09:58:50.550Z,NaN
2009-07-13T10:00:25.524Z,NaN
2009-07-13T10:02:56.890Z,NaN
2009-07-13T10:10:13.179Z,NaN
2009-07-13T10:16:33.077Z,NaN
2009-07-13T10:22:52.975Z,NaN
2009-07-13T10:29:12.872Z,NaN
2009-07-13T10:35:32.770Z,NaN
2009-07-13T10:41:52.668Z,NaN
2009-07-13T10:48:12.566Z,NaN
2009-07-13T10:54:32.464Z,NaN
2009-07-13T11:00:52.361Z,NaN
2009-07-13T11:07:12.259Z,NaN
2009-07-13T11:13:32.157Z,20.605268
2009-07-13T11:19:52.055Z,NaN
2009-07-13T11:26:11.952Z,NaN
2009-07-13T11:32:31.850Z,NaN
2009-07-13T11:38:51.748Z,NaN
2009-07-13T11:45:11.646Z,40.339279
2009-07-13T11:51:31.544Z,NaN
2009-07-13T11:57:51.441Z,NaN
2009-07-13T12:04:11.339Z,NaN
2009-07-13T12:10:31.237Z,NaN
2009-07-13T12:16:51.135Z,NaN
2009-07-13T12:23:11.032Z,NaN
2009-07-13T12:29:30.930Z,NaN
2009-07-13T12:35:50.828Z,26.421751
2009-07-13T12:42:10.725Z,19.433851
2009-07-13T12:48:30.623Z,NaN
2009-07-13T12:54:50.521Z,NaN
2009-07-13T13:01:10.418Z,NaN
2009-07-13T13:07:30.316Z,NaN
2009-07-13T13:13:50.214Z,NaN
2009-07-13T13:20:10.111Z,31.667852
2009-07-13T13:26:30.009Z,26.340448
2009-07-13T13:32:49.907Z,28.841642
2009-07-13T13:39:09.805Z,29.925575
2009-07-13T13:45:29.703Z,31.291168
2009-07-13T13:51:49.600Z,34.552002
2009-07-13T13:58:09.498Z,35.855000
2009-07-13T14:04:29.396Z,36.277473
2009-07-13T14:10:49.293Z,40.763676
2009-07-13T14:17:09.191Z,39.691563
2009-07-13T14:23:29.089Z,46.362595
2009-07-13T14:29:48.986Z,40.592854
2009-07-13T14:36:08.884Z,42.109119
2009-07-13T14:42:28.782Z,41.967171
2009-07-13T14:48:48.679Z,42.673512
2009-07-13T14:55:08.577Z,40.766975
2009-07-13T15:01:28.474Z,36.540180
2009-07-13T15:07:48.372Z,37.048527
2009-07-13T15:14:08.270Z,57.207439
2009-07-13T15:20:28.167Z,70.722588
2009-07-13T15:26:48.065Z,53.455166
2009-07-13T15:33:07.963Z,55.465946
2009-07-13T15:39:27.860Z,36.818645
2009-07-13T15:45:47.758Z,38.269428
2009-07-13T15:52:07.656Z,38.084782
2009-07-13T15:58:27.553Z,34.553371
2009-07-13T16:04:47.451Z,58.787216
2009-07-13T16:11:07.349Z,40.342743
2009-07-13T16:17:27.246Z,64.924332
2009-07-13T16:23:47.144Z,51.721523
2009-07-13T16:30:07.042Z,59.680309
2009-07-13T16:36:26.939Z,55.396542
2009-07-13T16:42:46.837Z,41.855122
2009-07-13T16:49:06.735Z,43.547550
2009-07-13T16:55:26.633Z,44.148285
2009-07-13T17:01:46.530Z,40.828793
2009-07-13T17:08:06.428Z,47.558598
2009-07-13T17:14:26.326Z,46.854187
2009-07-13T17:20:46.223Z,39.786327
2009-07-13T17:27:06.121Z,45.571880
2009-07-13T17:33:26.019Z,43.362774
2009-07-13T17:39:45.916Z,36.639008
2009-07-13T17:46:05.814Z,39.723854
2009-07-13T17:52:25.712Z,32.792366
2009-07-13T17:58:45.609Z,35.676743
2009-07-13T18:05:05.507Z,42.043087
2009-07-13T18:11:25.405Z,47.040237
2009-07-13T18:17:45.303Z,44.179016
2009-07-13T18:24:05.200Z,43.371319
2009-07-13T18:30:25.098Z,46.063934
2009-07-13T18:36:44.996Z,49.017323
2009-07-13T18:43:04.893Z,53.359653
2009-07-13T18:49:24.791Z,53.392452
2009-07-13T18:55:44.689Z,54.194096
2009-07-13T19:02:04.586Z,56.388920
2009-07-13T19:08:24.484Z,54.020535
2009-07-13T19:14:44.382Z,52.167370
2009-07-13T19:21:04.279Z,54.406647
2009-07-13T19:27:24.177Z,57.605862
2009-07-13T19:33:44.075Z,64.048714
2009-07-13T19:40:03.973Z,50.807682
2009-07-13T19:46:23.870Z,46.538193
2009-07-13T19:52:43.768Z,56.865589
2009-07-13T19:59:03.665Z,63.383678
2009-07-13T20:05:23.563Z,59.800171
2009-07-13T20:11:43.461Z,63.032909
2009-07-13T20:18:03.358Z,58.623016
2009-07-13T20:24:23.256Z,61.230030
2009-07-13T20:30:43.153Z,58.748600
2009-07-13T20:37:03.051Z,63.343243
2009-07-13T20:43:22.949Z,69.075783
2009-07-13T20:49:42.846Z,70.596489
2009-07-13T20:56:02.744Z,72.874977
2009-07-13T21:02:22.641Z,72.180061
2009-07-13T21:08:42.539Z,65.216621
2009-07-13T21:15:02.436Z,71.212639
2009-07-13T21:21:22.334Z,73.694313
2009-07-13T21:27:42.231Z,79.641785
2009-07-13T21:34:02.129Z,75.755775
2009-07-13T21:40:22.026Z,70.509453
2009-07-13T21:46:41.923Z,63.362656
2009-07-13T21:53:01.821Z,66.725800
2009-07-13T21:59:21.718Z,74.190392
2009-07-13T22:05:41.616Z,82.218468
2009-07-13T22:12:01.513Z,76.808617
2009-07-13T22:18:21.410Z,80.427124
2009-07-13T22:24:41.308Z,74.575836
2009-07-13T22:31:01.205Z,74.120995
2009-07-13T22:37:21.102Z,73.911774
2009-07-13T22:43:41.000Z,83.002556
2009-07-13T22:50:00.897Z,78.621628
2009-07-13T22:56:20.794Z,84.197533
2009-07-13T23:02:40.692Z,87.516235
2009-07-13T23:09:00.589Z,80.373985
2009-07-13T23:15:20.487Z,75.262596
2009-07-13T23:21:40.384Z,75.571312
2009-07-13T23:28:00.281Z,74.118561
2009-07-13T23:34:20.178Z,66.737343
2009-07-13T23:40:40.076Z,74.360680
2009-07-13T23:48:58.691Z,738.03009
2009-07-13T23:51:30.056Z,66.424683
2009-07-13T23:53:05.030Z,65.675537
2009-07-13T23:54:40.005Z,66.725960
2009-07-13T23:56:14.979Z,73.205910
2009-07-13T23:57:49.953Z,69.590599
2009-07-13T23:59:24.927Z,73.564766
2009-07-14T00:00:59.902Z,66.252434
2009-07-14T00:02:34.876Z,74.030144
2009-07-14T00:04:09.850Z,76.697273
2009-07-14T00:05:44.825Z,70.075371
2009-07-14T00:07:19.799Z,73.027649
2009-07-14T00:08:54.773Z,70.080177
2009-07-14T00:10:29.747Z,76.351677
2009-07-14T00:12:04.722Z,70.850800
2009-07-14T00:13:39.696Z,71.325615
2009-07-14T00:15:14.670Z,70.671318
2009-07-14T00:16:49.645Z,73.858086
2009-07-14T00:18:24.619Z,73.780396
2009-07-14T00:19:59.593Z,65.690239
2009-07-14T00:21:34.567Z,65.512657
2009-07-14T00:23:09.542Z,65.155479
2009-07-14T00:24:44.516Z,66.552834
2009-07-14T00:26:19.490Z,69.516121
2009-07-14T00:27:54.464Z,79.789757
2009-07-14T00:29:29.439Z,77.829506
2009-07-14T00:31:04.413Z,78.321899
2009-07-14T00:32:39.387Z,65.064201
2009-07-14T00:34:14.362Z,58.077332
2009-07-14T00:35:49.336Z,55.161819
2009-07-14T00:37:24.310Z,58.007965
2009-07-14T00:38:59.284Z,55.676563
2009-07-14T00:40:34.259Z,75.069756
2009-07-14T00:42:09.233Z,53.395199
2009-07-14T00:43:44.207Z,57.489441
2009-07-14T00:45:19.182Z,55.774136
2009-07-14T00:46:54.156Z,57.007923
2009-07-14T00:48:29.130Z,61.287323
2009-07-14T00:50:04.104Z,54.356548
2009-07-14T00:51:39.079Z,54.809940
2009-07-14T00:53:14.053Z,56.414692
2009-07-14T00:54:49.027Z,58.024982
2009-07-14T00:56:24.001Z,55.564999
2009-07-14T00:57:58.976Z,52.679718
2009-07-14T00:59:33.950Z,55.875473
2009-07-14T01:01:08.924Z,54.734344
2009-07-14T01:02:43.898Z,54.776337
2009-07-14T01:04:18.873Z,51.652584
2009-07-14T01:05:53.847Z,53.411388
2009-07-14T01:07:28.821Z,53.634109
2009-07-14T01:09:03.795Z,57.746655
2009-07-14T01:10:38.770Z,61.441357
2009-07-14T01:12:13.744Z,61.796356
2009-07-14T01:13:48.718Z,53.494213
2009-07-14T01:15:23.692Z,57.027069
2009-07-14T01:16:58.667Z,54.097851
2009-07-14T01:18:33.641Z,62.214924
2009-07-14T01:20:08.615Z,58.619476
2009-07-14T01:21:43.589Z,55.010284
2009-07-14T01:23:18.564Z,60.580288
2009-07-14T01:24:53.538Z,60.048050
2009-07-14T01:26:28.512Z,63.264538
2009-07-14T01:28:03.486Z,61.444866
2009-07-14T01:29:38.461Z,64.265526
2009-07-14T01:31:13.435Z,65.790886
2009-07-14T01:32:48.409Z,64.224007
2009-07-14T01:34:23.383Z,64.568611
2009-07-14T01:35:58.358Z,64.998993
2009-07-14T01:37:33.332Z,67.356758
2009-07-14T01:39:08.306Z,60.177063
2009-07-14T01:40:43.280Z,61.444794
2009-07-14T01:42:18.254Z,62.358490
2009-07-14T01:43:53.229Z,65.389481
2009-07-14T01:45:28.203Z,61.074097
2009-07-14T01:47:03.177Z,58.996124
2009-07-14T01:48:38.151Z,56.062160
2009-07-14T01:50:13.126Z,52.585331
2009-07-14T01:51:48.100Z,63.875904
2009-07-14T01:53:23.074Z,58.481659
2009-07-14T01:54:58.048Z,60.522358
2009-07-14T01:56:33.022Z,62.535809
2009-07-14T01:58:07.997Z,64.628876
2009-07-14T01:59:42.971Z,60.532291
2009-07-14T02:01:17.945Z,67.638222
2009-07-14T02:02:52.919Z,64.135811
2009-07-14T02:04:27.893Z,67.433830
2009-07-14T02:06:02.868Z,74.083855
2009-07-14T02:07:37.842Z,62.995014
2009-07-14T02:09:12.816Z,63.192814
2009-07-14T02:10:47.790Z,60.775059
2009-07-14T02:12:22.765Z,70.449982
2009-07-14T02:13:57.739Z,92.328178
2009-07-14T02:15:32.713Z,72.712852
2009-07-14T02:17:07.687Z,63.972839
2009-07-14T02:18:42.661Z,62.577526
2009-07-14T02:20:17.636Z,64.405762
2009-07-14T02:21:52.610Z,65.440193
2009-07-14T02:23:27.584Z,61.942028
2009-07-14T02:25:02.558Z,58.907757
2009-07-14T02:26:37.533Z,71.138985
2009-07-14T02:28:12.507Z,63.577160
2009-07-14T02:29:47.481Z,61.863300
2009-07-14T02:31:22.455Z,78.484436
2009-07-14T02:32:57.429Z,75.702576
2009-07-14T02:35:28.795Z,70.420616
2009-07-14T02:37:03.769Z,71.527794
2009-07-14T02:44:17.089Z,73.540649
2009-07-14T02:50:36.986Z,73.920799
2009-07-14T02:56:56.883Z,81.090599
2009-07-14T03:03:16.780Z,76.357803
2009-07-14T03:09:36.677Z,75.382782
2009-07-14T03:15:56.573Z,76.420296
2009-07-14T03:22:16.470Z,65.977684
2009-07-14T03:28:36.367Z,64.094025
2009-07-14T03:34:56.264Z,82.336723
2009-07-14T03:41:16.161Z,87.788086
2009-07-14T03:47:36.058Z,84.981773
2009-07-14T03:53:55.955Z,60.619083
2009-07-14T04:00:15.852Z,63.849274
2009-07-14T04:06:35.748Z,70.264000
2009-07-14T04:12:55.645Z,71.689346
2009-07-14T04:19:15.542Z,65.139038
2009-07-14T04:25:35.439Z,63.152447
2009-07-14T04:31:55.336Z,73.529625
2009-07-14T04:38:15.233Z,82.661148
2009-07-14T04:44:35.130Z,74.671776
2009-07-14T04:50:55.027Z,73.541496
2009-07-14T04:57:14.924Z,71.700012
2009-07-14T05:03:34.821Z,65.973373
2009-07-14T05:09:54.718Z,66.100380
2009-07-14T05:16:14.615Z,61.617538
2009-07-14T05:22:34.511Z,69.491188
2009-07-14T05:28:54.408Z,66.407799
2009-07-14T05:35:14.305Z,62.130863
2009-07-14T05:41:34.202Z,65.463394
2009-07-14T05:47:54.099Z,74.772377
2009-07-14T05:54:13.996Z,75.867592
2009-07-14T06:00:33.893Z,68.369713
2009-07-14T06:06:53.790Z,63.894878
2009-07-14T06:13:13.687Z,72.155823
2009-07-14T06:19:33.584Z,74.939713
2009-07-14T06:25:53.481Z,60.706562
2009-07-14T06:32:13.378Z,64.780609
2009-07-14T06:38:33.275Z,92.865593
2009-07-14T06:44:53.172Z,76.669006
2009-07-14T06:51:13.069Z,85.671753
2009-07-14T06:57:32.966Z,108.45217
2009-07-14T07:03:52.863Z,59.203770
2009-07-14T07:10:12.760Z,82.324059
2009-07-14T07:16:32.657Z,73.340965
2009-07-14T07:22:52.554Z,63.476322
2009-07-14T07:29:12.451Z,68.955750
2009-07-14T07:35:32.348Z,72.555656
2009-07-14T07:41:52.245Z,70.968513
2009-07-14T07:48:12.142Z,81.192635
2009-07-14T07:54:32.039Z,66.017883
2009-07-14T08:00:51.936Z,63.982071
2009-07-14T08:07:11.833Z,61.637390
2009-07-14T08:13:31.730Z,67.037971
2009-07-14T08:19:51.627Z,61.053898
2009-07-14T08:26:11.524Z,73.054863
2009-07-14T08:32:31.421Z,72.540581
2009-07-14T08:38:51.318Z,68.269081
2009-07-14T08:45:11.216Z,64.001823
2009-07-14T08:51:31.113Z,133.84456
2009-07-14T08:57:51.010Z,70.309555
2009-07-14T09:04:10.907Z,69.348030
2009-07-14T09:10:30.804Z,53.878326
2009-07-14T09:16:50.701Z,75.913643
2009-07-14T09:23:10.598Z,78.269501
2009-07-14T09:29:30.495Z,54.638203
2009-07-14T09:35:50.393Z,57.606335
2009-07-14T09:42:10.290Z,59.136951
2009-07-14T09:48:30.187Z,60.712650
2009-07-14T09:54:50.084Z,65.361572
2009-07-14T10:01:09.981Z,58.558140
2009-07-14T10:07:29.878Z,60.987934
2009-07-14T10:13:49.775Z,53.097446
2009-07-14T10:20:09.672Z,65.123131
2009-07-14T10:26:29.570Z,60.721615
2009-07-14T10:32:49.467Z,61.129223
2009-07-14T10:39:09.364Z,54.360538
2009-07-14T10:45:29.261Z,62.351437
2009-07-14T10:51:49.158Z,62.638943
2009-07-14T10:58:09.056Z,67.392570
2009-07-14T11:04:28.953Z,65.889870
2009-07-14T11:10:48.850Z,61.477585
2009-07-14T11:17:08.747Z,65.618851
2009-07-14T11:23:28.644Z,61.065037
2009-07-14T11:29:48.542Z,71.035454
2009-07-14T11:36:08.439Z,61.823956
2009-07-14T11:42:28.336Z,58.584301
2009-07-14T11:48:48.233Z,64.171661
2009-07-14T11:55:08.130Z,68.665329
2009-07-14T12:01:28.028Z,59.599289
2009-07-14T12:07:47.925Z,76.554932
2009-07-14T12:14:07.822Z,65.156525
2009-07-14T12:20:27.719Z,62.215729
2009-07-14T12:26:47.617Z,61.590260
2009-07-14T12:33:07.514Z,67.005157
2009-07-14T12:39:27.411Z,58.344547
2009-07-14T12:45:47.308Z,54.200527
2009-07-14T12:52:07.206Z,55.860058
2009-07-14T12:58:27.103Z,68.489906
2009-07-14T13:04:47.000Z,65.858406
2009-07-14T13:11:06.897Z,70.372658
2009-07-14T13:17:26.795Z,66.339531
2009-07-14T13:23:46.692Z,64.971329
2009-07-14T13:30:06.589Z,74.101730
2009-07-14T13:36:26.487Z,58.470856
2009-07-14T13:42:46.384Z,56.425701
2009-07-14T13:49:06.281Z,56.659771
2009-07-14T13:55:26.178Z,59.689392
2009-07-14T14:01:46.076Z,63.403748
2009-07-14T14:08:05.973Z,59.558270
2009-07-14T14:14:25.870Z,60.551224
2009-07-14T14:20:45.768Z,63.368343
2009-07-14T14:27:05.665Z,60.460751
2009-07-14T14:33:25.562Z,56.183453
2009-07-14T14:39:45.460Z,58.336773
2009-07-14T14:46:05.357Z,64.736404
2009-07-14T14:52:25.254Z,54.898655
2009-07-14T14:58:45.152Z,63.094700
2009-07-14T15:05:05.049Z,64.916679
2009-07-14T15:11:24.947Z,59.751026
2009-07-14T15:17:44.844Z,70.204857
2009-07-14T15:24:04.741Z,60.818508
2009-07-14T15:30:24.639Z,59.042034
2009-07-14T15:36:44.536Z,63.386276
2009-07-14T15:43:04.433Z,64.205086
2009-07-14T15:49:24.331Z,62.888657
2009-07-14T15:55:44.228Z,56.394993
2009-07-14T16:02:04.125Z,53.581177
2009-07-14T16:08:24.023Z,55.476635
2009-07-14T16:14:43.920Z,55.995251
2009-07-14T16:21:03.818Z,54.844788
2009-07-14T16:27:23.715Z,59.175137
2009-07-14T16:33:43.613Z,61.822002
2009-07-14T16:40:03.510Z,68.036102
2009-07-14T16:46:23.407Z,66.580948
2009-07-14T16:52:43.305Z,64.816048
2009-07-14T16:59:03.202Z,66.834419
2009-07-14T17:05:23.100Z,65.947395
2009-07-14T17:11:42.998Z,56.079716
2009-07-14T17:18:02.895Z,57.210300
2009-07-14T17:24:22.793Z,55.984543
2009-07-14T17:30:42.690Z,57.311115
2009-07-14T17:37:02.587Z,51.076447
2009-07-14T17:43:22.485Z,54.497326
2009-07-14T17:49:42.382Z,61.772690
2009-07-14T17:56:02.280Z,54.570942
2009-07-14T18:02:22.177Z,58.981380
2009-07-14T18:08:42.075Z,59.650402
2009-07-14T18:15:01.972Z,61.210232
2009-07-14T18:21:21.870Z,60.547192
2009-07-14T18:27:41.767Z,58.721104
2009-07-14T18:34:01.665Z,67.123810
2009-07-14T18:40:21.562Z,63.365551
2009-07-14T18:46:41.460Z,60.876362
2009-07-14T18:53:01.357Z,62.054256
2009-07-14T18:59:21.255Z,68.394135
2009-07-14T19:05:41.152Z,54.007523
2009-07-14T19:12:01.050Z,55.360920
2009-07-14T19:18:20.947Z,55.192707
2009-07-14T19:24:40.845Z,55.850880
2009-07-14T19:31:00.742Z,72.289330
2009-07-14T19:37:20.640Z,51.812531
2009-07-14T19:43:40.537Z,58.908646
2009-07-14T19:50:00.435Z,55.087112
2009-07-14T19:56:20.332Z,61.779255
2009-07-14T20:02:40.230Z,57.741772
2009-07-14T20:09:00.127Z,58.023441
2009-07-14T20:15:20.025Z,58.083080
2009-07-14T20:21:39.922Z,63.420055
2009-07-14T20:27:59.820Z,62.621410
2009-07-14T20:34:19.718Z,63.383877
2009-07-14T20:40:39.615Z,59.360920
2009-07-14T20:46:59.513Z,59.055965
2009-07-14T20:53:19.411Z,61.932846
2009-07-14T20:59:39.308Z,54.827408
2009-07-14T21:05:59.206Z,52.444241
2009-07-14T21:12:19.103Z,58.650066
2009-07-14T21:18:39.001Z,57.547184
2009-07-14T21:24:58.899Z,51.541901
2009-07-14T21:31:18.796Z,50.897709
2009-07-14T21:37:38.694Z,54.071033
2009-07-14T21:43:58.591Z,52.150208
2009-07-14T21:50:18.489Z,48.438137
